311386	252995	662533	604085	610381
380718	126178	43628	520325	679542
280755	149012	68290	21078	229483
308424	984647	953157	805244	182265
944657	743561	518576	699397	338637
856323	576743	737048	117389	728391
140682	272584	456554	629541	689989
849589	723783	297793	503968	578367
462478	148385	589216	851788	417842
942051	801879	433575	288436	887030
149749	646922	171134	348096	264196
250438	515380	361421	530072	407279
786411	567313	80778	363647	710890
301455	177138	69895	640582	183256
167664	556985	105406	406619	543402
809816	168591	933963	166989	944177
573095	933557	678657	385013	175213
275220	738477	398149	640037	894078
394299	607191	62848	771396	17341
132096	627216	617940	329173	423789
251025	364202	683313	148747	652094
303784	571505	91558	33998	822727
547576	129951	431873	658538	619455
331698	552232	376737	918293	847749
700346	982126	566522	351527	972742
383370	643179	742405	376905	389583
634721	7010	201700	151587	636796
176986	43919	681831	816939	353645
748736	540758	865549	362293	922234
43865	235240	242679	297934	132800
420077	734780	908280	572623	853033
212186	192006	77183	169323	709307
654049	487211	406	381387	221528
640053	251249	31784	302995	554010
828783	144884	718734	797237	792235
128668	919459	701328	990473	963179
833130	909179	790190	729914	141824
803855	274444	448876	501394	979291
608928	588168	653727	642269	298739
965875	639631	570139	808738	419971
723113	917672	765582	36947	671391
664821	631158	22734	775132	44172
506630	404895	504665	910915	716536
454522	634004	905868	876114	528107
525601	604134	486801	606569	62829
540705	601175	123813	129692	180698
114406	953379	440131	819234	858058
658539	126833	230586	600185	474529
118845	573849	752735	145781	21881
314540	866199	215641	950254	632593
729605	742093	230496	742921	237989
966947	108893	993397	654537	841021
663538	896819	587606	259289	560263
454724	879829	331416	24459	480331
604431	142393	114059	272529	464745
547573	828730	442974	248795	247245
732224	393428	216963	860865	786094
359470	113610	770149	388868	517406
121723	966695	247560	42601	47159
504473	173109	43007	639249	274139
149068	614835	762892	142163	152286
524570	536517	292135	32399	513971
643370	476320	127251	300173	124206
727339	176669	415944	594040	741430
120747	380373	238718	68161	934898
541795	740286	234769	885980	312828
188769	472696	817299	5895	412737
49649	156783	841652	585631	272582
757892	709369	26369	286007	153089
340705	434829	491353	501380	602442
616161	665111	542343	904728	994871
233070	703678	998772	614445	964234
358493	899571	659533	474816	209394
280244	389048	504329	341407	501944
32960	490538	985423	54754	634704
778000	171170	437665	92022	597939
741994	164536	33777	183299	412985
867332	970709	134640	176571	322717
271995	891926	835635	450032	373814
862843	552799	346264	564975	597438
357714	490513	856149	715903	208976
687661	53746	682205	175881	638530
323324	541709	814896	601632	434535
877712	588199	592865	792153	202872
13221	949842	768784	128617	583625
753815	967195	792685	640931	719983
769148	594394	651206	870217	16955
31377	634117	623291	648982	601592
223762	900564	813962	193041	497896
233219	637389	668835	887710	605126
60655	626186	21254	929109	812671
215833	361385	69448	491049	894146
987036	677613	876964	940913	116447
735506	111053	188499	264166	703803
15482	282545	861311	881007	419557
135186	181470	840898	634990	594442
682532	202110	948685	608221	579425
498249	690948	754092	975857	450715
186424	902639	392348	679286	752452
925789	275538	834856	703726	835857
362589	419437	206308	222379	825156
635066	751798	126487	758245	29756
319856	381788	339049	192079	980920
159592	313772	721003	180515	236929
930002	377732	298732	352746	81863
972841	426045	784526	284576	779137
890150	195061	648686	847309	538568
408502	443819	429411	206088	185564
823729	780022	127016	111719	65872
677230	461258	858905	587420	257024
157935	133882	686481	846226	375114
724817	549596	543466	208181	169423
629003	825334	131426	441346	333104
532464	741066	220691	907045	986009
521602	532060	605085	898856	323372
66533	116377	333796	915519	934225
885213	696134	229183	235513	111458
896383	997723	314492	676680	417309
773730	129091	214913	185193	488258
813880	638861	761739	848121	940739
649537	904758	930094	747662	126809
526432	969350	851332	148274	275393
169755	515698	853511	428067	882528
820453	106228	455964	656222	78823
447426	522791	655379	654475	165051
234809	306797	206037	687284	482315
207981	763594	451003	429605	539303
537919	834374	536991	425554	597226
794441	40311	210110	52159	194129
768593	657918	237883	361343	76047
461847	308033	632486	768320	156821
479575	338160	210849	659137	421355
192563	284310	665549	859351	603713
589027	527081	370514	105382	874534
303985	191945	195712	290813	918664
993401	18722	867098	148382	243759
797475	900990	225560	663522	708160
608264	166050	649483	75838	673099
800996	924051	380376	205946	553906
792847	490513	847320	839909	778244
450738	627599	244815	599768	325950
692608	606983	443456	330076	458143
638066	77826	395936	228449	524341
62376	133896	666505	243245	992971
877964	442159	812743	447850	536646
571659	197824	210165	194987	452574
812107	385190	618785	211433	603925
98628	494706	261385	481535	794361
261329	460028	870329	444860	51720
875734	433088	656870	379128	483297
928417	787848	930403	7468	739407
884421	749559	2562	340599	102252
424568	373733	200462	84500	230466
392539	687324	944153	129387	226010
528787	603740	150785	924607	174200
105060	520138	730342	905287	398657
193571	223976	506386	690985	894211
86119	582273	244056	983465	703731
598681	414763	286827	55342	5489
321165	514312	146778	471740	185025
289609	805916	280004	630234	553420
733484	651973	75806	517849	234046
557308	77285	967481	428855	417287
449683	939800	330955	530876	916403
838305	692	360461	370593	907487
664341	338180	540275	194499	818488
746167	638603	934357	597491	788401
9776	658669	799973	520282	949653
724467	208630	558139	393810	984355
301406	511486	866709	966811	870338
440720	42562	282133	192434	435915
44733	815586	729352	177628	81051
940851	550885	631322	400299	976086
728282	661668	539846	433088	37418
327374	516431	101754	588806	498898
502570	237720	95467	948049	349112
860195	433424	774048	195630	120354
466296	820208	751559	774768	218788
419843	903404	758449	912879	46722
937650	666158	485755	244598	516993
819998	129488	639881	117168	744587
145030	698989	965484	574298	101777
318566	458911	968532	849681	644322
50487	986299	563565	630633	876021
476789	191604	568744	263689	872504
125570	750068	809129	168688	111130
16930	882742	68181	40925	381578
95481	54088	730678	650087	809190
919119	332279	551741	564974	788381
289676	66691	775091	286522	840149
464143	852907	781141	447212	82806
407060	301157	427128	505283	953156
823357	529140	222111	781860	411113
821690	708539	727605	512487	878150
26847	608531	716541	745043	831887
882124	356011	152313	349206	714427
627644	974548	256220	871180	571924
616162	204143	729429	372495	747212
712055	558669	612889	168599	391927
205792	124370	888514	774812	530643
425900	397163	398490	578157	219878
649445	806840	812228	406715	82588
163919	20678	307329	221556	309576
536239	478458	993355	442211	135473
172440	38989	564569	852474	826510
449847	775709	748896	36474	431939
54481	477458	134467	991939	959019
356174	947261	814644	604194	326722
143109	64765	965466	262584	403857
336301	962625	79146	924820	474302
886167	113612	822129	537482	320259
847188	505838	56785	105701	911955
595802	757762	874265	782123	738421
872792	3465	153924	266540	714811
676615	296246	753543	764127	226070
70053	280715	106708	581075	497518
775208	104276	182469	953546	330951
232175	740222	110647	533502	60399
475002	522157	541052	64147	169644
596094	798950	893217	256012	336523
615255	204435	498165	598290	532890
517451	698106	742395	858991	746953
296814	284160	772601	242560	82526
813140	35354	48251	695451	455754
467783	660067	796334	881883	292396
272861	820876	958278	832296	847488
209922	469747	165938	588826	221853
561104	394850	868435	58591	198886
981485	232590	378539	391244	676004
396231	871986	930079	501984	105943
715835	660182	633762	452296	331968
908374	526071	513676	145845	135329
938586	496001	732916	213761	776283
593209	232794	555538	791887	499918
472254	265622	101748	253755	339096
714843	653416	599660	824757	243803
945631	780168	801920	757045	718278
851973	574006	987331	11562	533341
993504	404546	474635	375827	549280
724421	243110	246578	45212	67420
183944	702201	78343	754329	336385
167077	846841	957875	310159	675484
596954	972467	951345	999905	55097
967497	312081	258890	540249	838564
477036	680629	729719	757467	446440
11474	658281	366932	650023	607434
649101	896555	759385	411341	202895
554640	785419	178672	80051	599591
622544	287620	489427	411460	714898
948986	377447	919175	590595	754259
154164	255150	515192	111204	307922
616643	96500	204425	805079	51063
587351	465402	133841	977150	364326
331048	834021	215031	684861	934132
166321	426462	143138	510396	785805
279095	738533	725671	526963	454179
804803	547399	424149	50390	658314
53171	512643	846573	980729	662565
957826	900020	92209	481212	374322
61507	908275	527184	551915	659910
891679	462521	984687	86196	153375
91452	170214	811993	799019	954895
855754	288345	150207	77780	481554
50618	644850	733543	203571	122017
693916	988498	870182	42746	286376
787279	199843	406385	648603	92866
937057	48992	867548	696767	744716
246987	473481	936939	746909	695745
560573	625274	822789	980072	188961
99944	818232	856914	133191	50710
83469	74323	365311	446615	911797
422320	52717	450610	337035	886336
828427	375983	49248	832678	375012
296108	718474	649203	542562	202243
531936	912617	517499	422145	932007
94285	960345	429092	285066	454280
768407	296995	166985	639136	415797
555865	833989	632816	293930	950456
841147	413759	598929	173979	60406
925151	3361	456961	113038	891215
229382	857286	788309	136553	588050
307167	964118	576560	277921	950897
450790	665254	329025	910946	477636
698803	14362	254383	654163	399035
362941	982774	79553	560641	852063
62004	392520	916130	184462	320046
698095	789227	955654	474076	838575
295575	708674	844920	650807	487824
752456	742267	542150	712780	434184
270122	47436	491080	498128	953905
888940	254762	451462	892613	891070
832716	988906	824759	584751	440958
975168	457937	581350	136209	870690
338194	827217	618694	947886	337612
982472	893548	657588	801035	956680
501620	733766	687524	320430	553545
715605	528731	884218	98638	102503
630715	788446	888252	420812	702493
298197	487674	835251	705816	457937
418652	934043	678395	140745	319548
48104	632355	544610	971398	728447
704761	450703	298657	59359	619495
682238	676243	384592	28961	972409
69703	979207	94690	503916	713758
278571	396143	340212	957843	11242
922777	570412	868626	970644	256516
44833	588040	271740	79679	749803
603161	255984	624021	527642	345898
127915	461840	159149	325386	797838
504523	787777	809612	187933	69982
296167	594305	290761	841886	738291
969590	636983	458432	754824	216955
408954	891502	68392	30341	377643
339420	624673	552509	937365	360370
535304	544530	906261	402468	88657
35067	66730	208927	549301	445921
73168	748599	205781	49290	184791
629576	246331	48636	669640	940395
426765	144611	845858	948752	168226
43005	101472	31248	570820	436243
172033	318317	341189	896901	653810
946596	226095	39492	902857	674310
712222	632193	999091	24163	781167
612961	396028	867531	538852	126759
659969	27571	144706	135404	722397
22577	409779	535835	324522	623068
826081	820748	569461	281931	523925
662729	971927	17633	504232	830219
987216	566660	135659	372774	496349
896915	915493	211965	498970	351615
363505	168049	109241	735551	902581
683177	803194	416678	915328	772922
705813	793334	797747	429628	626581
910286	795247	389936	709881	749824
796206	96912	381451	621742	843043
788290	458611	445481	693768	831782
638615	727569	47225	165131	906532
917594	356915	472710	820703	856252
94086	485217	371615	575368	331785
489645	124103	324341	251922	489971
369138	127951	294419	749104	20603
625081	937821	597149	749727	189600
625560	780359	425820	961267	610104
713598	898535	490089	227770	298480
716859	370630	413911	382871	616044
567770	611173	109808	8989	131704
955828	574017	417514	54804	522636
625050	565212	177575	691923	888289
339088	572786	435504	239973	140572
66655	219841	866703	841629	784176
357321	684834	710916	694657	389278
54103	472176	884876	473770	368337
237125	139367	933587	270657	181381
635247	956048	649611	36330	927826
420280	661438	402189	995806	823892
576495	309960	670257	919702	635405
717448	319137	543722	352987	89547
44954	558633	539200	99093	693374
376375	782460	928452	83528	210393
687410	591357	945160	277211	402870
718854	432982	140467	593869	261344
823989	418309	297635	858866	52908
411492	599817	568100	464020	874478
453585	903250	813745	180562	262600
988115	719614	232475	17940	791576
1906	342801	648928	181236	599230
972035	316105	213877	922054	648844
193319	838773	155802	12755	613239
487594	146207	332153	153040	779818
773373	161640	275177	58721	358838
744423	671099	799738	572820	884404
88878	81804	233333	141141	304290
416013	213249	301455	848835	245992
484522	374200	317173	675697	233904
852006	289242	599450	484342	179684
229419	651116	731390	314835	780907
711350	930821	381591	563446	563367
220254	567801	34072	744206	813096
862336	139666	420781	420100	564825
325596	517945	274214	663395	104738
76726	86653	792388	794007	797477
781085	869958	471135	828288	990168
24952	986145	402708	399936	416994
350997	533003	652860	275776	255452
269693	249970	921654	980697	948419
494554	261132	72475	193075	24626
910594	899360	491826	293020	308282
86457	990226	81608	255035	338072
264879	846106	200147	998132	713780
29284	720535	861818	918460	932227
283829	870861	832850	954243	111047
493820	781488	375367	343627	831624
347986	120597	203804	192668	773227
559287	184819	992909	472264	283584
96433	917172	84435	507227	370544
670714	125196	998284	878096	450702
420719	988150	542257	259582	31583
686276	566240	17200	458360	958330
921506	657040	218346	742328	535917
331045	987041	788910	569117	944754
785066	293558	193831	525940	122607
892065	496765	520783	426516	26502
380986	533116	998026	743868	359201
538213	925568	398822	432783	896573
59904	53510	540099	623254	480107
919874	652814	353132	310941	548277
427211	828455	275843	578056	943599
718164	351672	16987	614669	905827
485089	569332	677148	956788	203589
647330	447657	160476	883369	258559
154499	750099	975677	344790	672182
998205	253828	696400	908633	665375
808589	103788	381048	224433	178116
719900	890342	364333	141022	539789
709772	557596	627551	219505	71457
889689	18985	344258	44930	168394
968730	540814	100198	767360	60952
687028	458069	44218	338523	365241
480946	962522	405887	624029	173595
3070	46143	623092	157556	372794
29558	215219	204453	889442	429754
765724	271348	864352	930929	752450
348261	439242	234734	974150	140917
594024	651370	397122	909038	377672
412666	78609	694206	682190	316695
729550	823872	305093	749839	963339
770850	976198	42491	145885	688286
94805	295194	679414	235023	551243
52907	420249	902262	344218	897995
843350	378544	426963	967197	280576
504914	952168	287981	382735	726426
895889	975842	549158	521044	455377
72384	71289	845694	714671	552880
745378	642275	786626	551982	791531
311794	681425	167040	210480	934701
766293	261306	511718	427416	586374
772045	698566	739882	454669	995281
500484	131479	101058	910696	387385
499793	558044	780659	326803	133001
202313	483587	104774	427562	996281
623470	132940	83542	322306	309338
628619	19717	385998	28302	731771
460375	571987	491204	916551	619358
359564	585284	743486	965697	780516
318991	308716	668414	797210	130471
607921	785093	431996	990824	280986
323066	337937	749494	81652	350211
171706	424699	207553	202930	714556
907421	276419	824547	110852	479844
201594	188734	282836	204575	964097
39206	249504	289818	550951	913526
842864	947185	663054	139800	633320
553698	860675	553622	973027	261724
157013	269325	953214	397260	610410
472475	853403	292010	476503	94751
318767	229262	318127	960405	47535
109102	487450	631490	391828	401948
951006	101746	384751	767983	514298
205099	639853	135431	827371	95502
208284	624592	873634	434599	307053
738091	207221	313212	999758	160173
310904	761392	435974	497293	239177
582338	96858	159012	864104	616845
761090	127873	644795	138311	428664
484162	426646	252684	490778	490119
472398	818584	218745	345377	205945
996456	898405	348015	741819	784046
936747	46503	912686	425733	279920
578488	437047	579985	402516	660106
550006	914135	82786	44205	415703
268724	982071	821122	303453	853670
902687	415432	820809	850336	446006
658958	351753	402686	705252	974865
141178	367003	281543	169626	271878
90618	461592	631411	842454	44469
876546	940753	292793	551274	661531
243151	599889	459457	21381	525336
675519	729477	444394	608965	961793
242454	405424	217884	982909	402440
86648	514617	518868	514756	262693
101827	490021	299709	519999	501237
471003	691890	248234	641611	844342
794379	466812	875527	532419	870346
858939	650053	582820	881902	112862
243683	489541	850290	332054	320910
673555	878235	82837	179507	520249
883917	340924	653369	91820	578973
377992	11763	842029	803806	450075
652051	682490	151081	24919	460827
615581	367089	872005	29891	688789
265064	43306	436070	920090	530137
617077	190208	92500	577285	250486
16103	8700	161627	37836	902765
150069	382809	874566	810546	98650
506934	139967	85837	309691	744240
582681	736399	730369	46522	666473
866006	26896	941525	587330	648991
475297	659949	50725	209231	785908
204122	718051	25362	450730	808147
468852	673873	147312	217771	696537
281515	433438	132446	681907	189248
447455	436415	252366	718580	921121
927266	607208	852932	52477	820685
1048	439381	818725	397049	703712
881989	914838	200364	151332	756756
879592	882548	813686	775656	865785
498420	100156	871261	420395	936611
769708	166817	359377	838331	510574
257207	818328	53577	640260	187953
147337	218865	914793	256060	796191
317855	807527	680203	965979	194990
253776	453074	16572	542875	627702
556789	819620	885939	734831	503851
149065	176241	469625	282785	988183
798577	232233	437247	29785	267334
612058	231456	123904	219117	484741
174440	91117	193658	441349	366195
15754	386382	634336	418705	181166
199637	394152	936563	850259	233928
630594	86151	992964	329619	978633
515151	928085	364854	551939	148246
341064	706897	305415	501224	544804
591801	396981	125252	351405	252810
407522	300860	601609	886517	706715
324948	444205	545396	61866	786240
332249	365357	870434	938569	472593
482101	102434	836885	463978	898110
82812	99556	533306	133345	237350
58267	30136	79527	251619	883264
496152	549861	293881	59199	270386
47690	660652	354136	114223	664342
310668	377160	131610	569323	97269
759468	493985	736078	311191	363421
118005	849546	980073	973044	198485
987606	808773	890935	886862	971970
368136	549403	282085	556631	380996
762046	215503	685342	758602	436031
675262	688784	437907	128878	515684
360988	615637	42596	683206	434938
309252	773155	292287	717175	627884
378463	896461	793346	620650	872286
196812	460121	186629	205407	509057
42117	276338	389256	136115	283185
535057	871026	785486	693219	99844
783653	81831	554575	239085	351793
379895	146321	856957	775656	714062
516306	102807	979752	603048	266948
714316	374449	872870	767462	298536
395345	647132	742353	996300	3836
239501	398843	646241	751274	287178
55309	494348	72458	418585	101117
561610	633358	172140	758630	862621
985314	71609	763816	698841	349827
600519	570742	15418	540760	806726
942772	97331	307595	645433	658569
735069	974267	998402	572590	903167
857375	490910	724156	240759	984424
305967	579286	112167	977208	291066
11045	827188	493019	353666	339250
211493	106106	676069	321715	615544
590232	18589	282236	892295	927933
613842	180133	370305	284037	900677
725739	68430	651588	991403	948369
871629	817955	576801	802757	367524
577228	301902	297865	820790	180842
503503	127203	495365	362348	919469
537462	76562	522133	510442	343666
533235	405797	719143	937484	62970
187018	787589	396047	730807	41595
315691	736458	106033	96166	264950
295476	841507	502858	594410	44453
631997	491402	44706	283360	86008
850432	822747	573239	140348	739197
329333	142652	420508	284992	939026
603419	204256	499257	147647	211480
133599	588061	191812	516023	626506
842690	126619	398321	477425	805501
862115	736518	852740	521096	571112
78859	441268	532339	750231	57923
804196	330348	697063	219846	536420
853652	490717	150079	925280	842267
476753	181759	718632	682503	713760
434940	218454	441762	470083	491232
626900	225550	413167	50870	684392
418495	921108	741520	855678	495769
547560	544019	232408	874588	981739
823103	44342	121936	313615	814388
487005	585049	100136	602113	925869
998298	850518	161613	890307	503662
90007	290606	836835	270441	67256
433803	763902	506648	625166	947931
737394	4154	969264	530409	105853
625635	423666	428977	906663	916036
580653	440	788363	205725	204390
446526	58390	489806	55307	93456
769626	299382	80002	114367	61737
577747	95578	379780	901110	693664
24061	259507	147896	991495	372134
896243	623333	765764	213635	287197
885640	370448	146617	778969	51786
163026	316757	588779	880833	733493
875370	245002	804457	241306	202710
854978	737125	608873	990130	72567
275479	439889	351007	755140	553666
729018	965583	369451	516443	645762
680032	845460	341711	757937	686813
734514	332742	772784	17709	316613
311487	791232	316673	680299	736080
931273	671309	170306	67333	26514
395335	226126	254522	379078	184361
862347	985841	491045	401724	444
989964	625133	210228	548633	265166
977731	168711	125723	818787	774317
763904	809404	566914	353192	701902
979182	841305	264683	297069	297821
811507	871854	858356	542047	373548
329489	68500	438867	63816	289911
279528	723012	477940	842493	84569
538551	946212	566059	7936	835420
456777	944638	261783	345101	11315
196425	891796	605946	237144	921640
354111	38376	776165	596299	246931
840375	935520	738026	372903	943536
447886	893971	795885	583262	75346
488828	48240	723542	476412	588816
227569	372246	234829	636126	655255
38815	456966	837228	63918	388431
182705	457794	69539	376017	338055
767990	386526	791847	31470	620739
205818	154629	928446	934827	111038
17731	842234	75154	23940	494845
561727	568384	477587	475037	12906
699799	514510	637682	604736	806988
387414	623189	822001	223222	488422
17661	670091	423039	237882	151112
893517	930138	861981	893465	82626
362291	239333	549803	817961	728345
659520	460006	885337	20368	488497
935590	674201	723561	872656	273948
440053	483486	846785	654784	597734
77667	429389	889504	147073	355957
176953	484462	386022	726678	68073
566997	996407	44410	107067	338453
664225	741007	739322	954886	222230
795851	680077	549224	768888	934886
936167	600307	379240	269441	721033
635545	2043	876375	736130	661109
163675	608140	808918	614487	387219
675425	170445	226792	754190	124561
289489	332059	697355	373611	654377
588369	688993	801781	390906	268821
120901	802473	973649	542905	67201
571257	507928	922600	520072	588173
127447	28764	188909	691860	841573
471315	783006	183130	915993	167805
257826	67796	696501	186054	689879
788448	639193	888186	209271	899450
662514	387858	967111	739693	512367
415708	382666	59005	4575	699245
451408	564702	482108	622855	214925
462814	963692	480038	705021	981825
162700	199840	988369	633548	118220
824700	264097	171461	50201	28671
334800	643542	753420	12120	298973
196088	829259	2511	636682	4632
213433	888967	608508	663782	380606
191288	131179	954391	506210	25607
702666	190271	784902	796457	533415
50914	729227	722470	722228	332634
464245	181215	422354	63251	749941
389502	797500	279215	985304	383857
68138	335416	886083	617756	985059
2017	913248	252251	451047	215479
3352	294189	620550	911555	871435
192699	352516	609533	245587	445215
349565	68074	326610	647561	612128
978343	246957	64632	674933	491994
463802	635989	479509	9973	966093
846676	181450	103515	832428	712036
137537	505318	600691	810512	836485
300603	152112	955814	76780	223318
467016	599263	981324	252375	712813
656184	150726	558276	283555	564564
48990	298205	465522	242693	630949
410175	794659	477933	514445	656847
605952	121688	35773	826748	532824
991826	479415	892486	487144	290110
60917	985109	470632	429601	759636
266402	984954	404738	292965	283079
372490	819815	680672	640623	239258
514999	285679	666382	35609	867606
717565	749872	103068	55021	771644
783397	450794	568313	409892	691929
330185	777520	836550	377802	558913
788272	892634	309248	989041	827968
115672	309426	862401	108849	317321
820727	727818	786328	560801	616939
599646	981272	897045	868505	764667
53721	223137	242335	417402	913440
787447	886147	492415	189214	99278
997730	67385	607466	291476	812793
817461	251895	228138	191847	756402
845813	616623	336001	990734	438859
246535	832804	172424	339394	631079
600743	987593	817754	570955	684951
887117	317417	9773	662198	12628
987434	446217	273296	357880	149129
421939	973754	918591	451563	771850
476986	386269	309478	41427	473341
813281	957826	468157	845195	706189
728034	901477	277165	724962	30503
243371	274428	937562	71125	119603
504397	608142	476494	378224	205402
126773	808546	433350	837823	914719
543901	985665	555172	698437	448363
567487	345273	18578	823723	323117
417658	922783	184516	915672	701323
121321	986204	251386	156342	704605
680886	153998	163249	908020	537961
827264	218921	904766	566077	820919
344269	326118	126395	806221	945422
655395	678065	791729	277842	672855
679548	70786	469378	777625	628557
831152	453913	888005	115836	296564
69406	863652	940767	575159	433310
982015	217951	968007	813123	296268
839221	44340	211055	762956	634663
98975	909351	767822	284999	668163
181093	428757	410862	318346	572763
108523	600910	867452	436181	65622
973373	127007	16320	610060	992911
281056	382767	538533	665655	581083
279333	750884	986549	165361	720397
41012	813195	331254	427144	373840
457555	851812	473907	622833	389158
330903	349091	876538	63723	816447
353893	604100	574675	638995	927389
35315	893017	352213	365289	372993
160493	353896	425108	472887	438818
560019	219529	177606	175418	288451
503926	510175	126894	853591	722109
507332	78522	269814	24138	417381
654708	831884	418756	244253	110649
924861	173392	712093	914554	300846
218338	748910	552423	511374	922196
672957	687007	470869	120744	359229
477167	278543	340353	275704	554719
599665	555010	589120	552635	42740
7046	783283	648509	213916	799305
990757	713554	292698	824564	332595
898897	266166	788426	913941	47953
835240	143953	227840	900901	5598
698630	685930	540285	409237	105443
147391	784092	494568	24004	147915
838224	831909	130892	234038	782788
568527	85776	973891	562044	696603
838282	834411	479956	843935	146438
551367	551191	738134	33569	976252
347269	832373	136445	188115	498675
816310	809481	256088	139432	288589
231259	635650	956390	174979	161185
771603	374509	109991	291668	375424
752277	928626	42057	340524	192866
497948	492500	303001	454419	23964
997859	408190	139157	597218	86209
172959	988616	60386	605406	16449
348524	484320	998081	97042	60288
416550	278240	127672	967643	935206
753973	477195	723094	586138	763664
255372	493734	639719	339710	465357
883949	258695	309071	91409	927804
46325	266067	370711	928431	930460
358728	273783	862225	125774	632569
247745	38489	843363	514467	329575
776623	249936	684096	314888	251445
305237	908143	855943	256464	820631
317347	439980	1869	289597	870959
582897	370105	848762	601753	421411
466442	390971	282039	249280	753702
390704	781654	223572	994838	321313
406434	267960	662859	346920	750546
288819	251562	329416	919291	570689
374991	425723	754928	583336	828283
